SourceFile,AnnotationUsageRights,Author,Comments,Company,CreateDate,Creator,CreatorSubTool,CreatorTool,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,Description,Directory,DocChangeCount,DocumentID,DocumentUsageRights,ExifToolVersion,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,FontComposite,FontFace,FontFamily,FontFileName,FontName,FontType,FontVersion,Format,FormUsageRights,HasVisibleOverprint,HasVisibleTransparency,HasXFA,HistoryAction,HistoryChanged,HistoryInstanceID,HistoryParameters,HistorySoftwareAgent,HistoryWhen,IngredientsDocumentID,IngredientsFilePath,IngredientsInstanceID,InstanceID,Keywords,Language,Linearized,ManifestLinkForm,ManifestPlacedResolutionUnit,ManifestPlacedXResolution,ManifestPlacedYResolution,ManifestReferenceDocumentID,ManifestReferenceFilePath,ManifestReferenceInstanceID,MaxPageSizeH,MaxPageSizeUnit,MaxPageSizeW,MetadataDate,MIMEType,ModifyDate,NPages,OriginalDocumentID,PageCount,PageImage,PageImageFormat,PageImageHeight,PageImagePageNumber,PageImageWidth,PageLayout,PDFVersion,PlateNames,Producer,RenditionClass,SignatureUsageRights,SigningAuthority,SigningDate,SourceModified,StartupProfile,State,Subject,SwatchColorantBlue,SwatchColorantGreen,SwatchColorantMode,SwatchColorantRed,SwatchColorantSwatchName,SwatchColorantTint,SwatchColorantType,SwatchGroupName,SwatchGroupType,TaggedPDF,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Trapped,Version,XMPToolkit
is-777219.pdf,,,,,2012:06:25 09:29:47-05:00,Adobe InDesign CS6 (Macintosh),,Adobe InDesign CS6 (Macintosh),xmp.did:AD6921740720681188C6E6354729D92F,xmp.iid:DC2797E8402068118083C33CDD916FE3,xmp.did:071B135030206811822AC21E66B95336,default,,.,,xmp.id:41AC2DBA07206811808382DD73AAFA03,,10.80,2024:04:18 13:19:10-04:00,2024:04:18 13:19:10-04:00,2024:04:18 13:19:10-04:00,is-777219.pdf,rw-r--r--,1644 kB,PDF,pdf,,,,,,,,application/pdf,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CS6 (Macintosh),2012:06:25 09:29:47-05:00,,,,uuid:2a0e938d-c386-af4c-a52c-72a2f58d426f,,,Yes,,,,,,,,,,,2012:06:25 10:50:28-05:00,application/pdf,2012:06:25 10:50:28-05:00,,xmp.did:071B135030206811822AC21E66B95336,9,,,,,,,1.7,,Adobe PDF Library 10.0.1,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,False,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        "
is-781724.pdf,,,,,2009:11:03 11:26:52-06:00,Adobe InDesign CS3 (5.0),,Adobe InDesign CS3 (5.0),adobe:docid:indd:7849ace0-9159-11dd-a916-975432d8ef70,7849ace2-9159-11dd-a916-975432d8ef70,,,,.,,adobe:docid:indd:a6c44c6c-f8e7-11dd-9378-ae0a9499fc89,,10.80,2024:04:18 13:19:29-04:00,2024:04:18 13:19:30-04:00,2024:04:18 13:19:30-04:00,is-781724.pdf,rw-r--r--,2.6 MB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,uuid:870f0662-d653-104d-9c09-a8e7b40736f1,,,Yes,"ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream","Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches","300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00","300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00","uuid:6B92F7652A7A11DE91A5941FB31E023B, uuid:338F54131AC8DD1187ECAB724EBD1540, uuid:45B19AF02A7211DE91A5941FB31E023B, uuid:C327534ACFC0DD11A2B7F6B319A56AE9, uuid:DB99B398F8C9DE118850DD51534F42DF, uuid:7B9592D32A7B11DE91A5941FB31E023B, uuid:6B92F7652A7A11DE91A5941FB31E023B, uuid:BFC7DDCCD1C0DD11A2B7F6B319A56AE9, uuid:D33CFC3B2A6A11DE91A5941FB31E023B, uuid:AE0FF79A2A7E11DE91A5941FB31E023B, uuid:68451F1F18C8DD1187ECAB724EBD1540, uuid:20E6B0032A6F11DE91A5941FB31E023B",,"uuid:6B92F7662A7A11DE91A5941FB31E023B, uuid:C1D62A43DFBF11DDA29CF43428AFC983, uuid:45B19AF12A7211DE91A5941FB31E023B, uuid:AD0E1688DFC311DDA29CF43428AFC983, uuid:DC99B398F8C9DE118850DD51534F42DF, uuid:7B9592D42A7B11DE91A5941FB31E023B, uuid:6B92F7662A7A11DE91A5941FB31E023B, uuid:BB88EA25DFC311DDA29CF43428AFC983, uuid:D33CFC3C2A6A11DE91A5941FB31E023B, uuid:AE0FF79B2A7E11DE91A5941FB31E023B, uuid:C1D62A3EDFBF11DDA29CF43428AFC983, uuid:20E6B0042A6F11DE91A5941FB31E023B",,,,2009:11:06 11:39:26-06:00,application/pdf,2009:11:06 11:39:26-06:00,,,2,,,,,,,1.5,,Adobe PDF Library 8.0,proof:pdf,,,,,,,,,,,,,,,,,,JPEG,256,(Binary data 12387 bytes),256,,False,,"Adobe XMP Core 4.0-c321 44.398116, Tue Aug 04 2009 14:24:30"
is-831867.pdf,,,,,2010:02:26 15:20:50-06:00,Adobe InDesign CS3 (5.0),,Adobe InDesign CS3 (5.0),adobe:docid:indd:052446b3-8e9c-11de-b822-fa9d6a18f51d,eae58bb3-c0ae-11de-ba4e-80fddf5c77cb,,,,.,,adobe:docid:indd:eae58bb4-c0ae-11de-ba4e-80fddf5c77cb,,10.80,2024:04:18 13:19:00-04:00,2024:04:18 13:19:00-04:00,2024:04:18 13:19:00-04:00,is-831867.pdf,rw-r--r--,2.0 MB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,uuid:2ae560a5-d403-774c-872f-0e40929011e8,,,Yes,"ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream","Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches","72.00, 72.00, 300.00, 300.00, 300.00, 300.00, 300.00, 72.00, 300.00, 72.00, 72.00, 300.00, 72.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00","72.00, 72.00, 300.00, 300.00, 300.00, 300.00, 300.00, 72.00, 300.00, 72.00, 72.00, 300.00, 72.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00","uuid:D31F5A20BE8811DBB512AC59352740AA, uuid:D31F5A20BE8811DBB512AC59352740AA, uuid:ABCFFD4C5207DF119F0AF71651CA02C0, uuid:E5D1096217A1DE119369D57803272805, uuid:6C4420AA14A1DE119369D57803272805, uuid:C381A1B206A1DE119369D57803272805, uuid:93B1052695B9DE1198B7FB6FCB7AD794, uuid:E00D9A8B17A1DE119369D57803272805, uuid:642895E415A1DE119369D57803272805, uuid:D31F5A20BE8811DBB512AC59352740AA, uuid:D31F5A20BE8811DBB512AC59352740AA, uuid:DE439E87E9A0DE119369D57803272805, uuid:D31F5A20BE8811DBB512AC59352740AA, uuid:821A89B5E9A0DE119369D57803272805, uuid:821A89B5E9A0DE119369D57803272805, uuid:AF2473FFE7A0DE119369D57803272805, uuid:2005F65AEAA0DE119369D57803272805, uuid:DF4EF3074B07DF119F0AF71651CA02C0, uuid:21A05DCD5007DF119F0AF71651CA02C0, uuid:C56E8C415107DF119F0AF71651CA02C0",,"uuid:D87D4BE4BE8811DBB512AC59352740AA, uuid:D87D4BE4BE8811DBB512AC59352740AA, uuid:ACCFFD4C5207DF119F0AF71651CA02C0, uuid:BEEF62FE94B9DE1198B7FB6FCB7AD794, uuid:DC529B3E8EB9DE1198B7FB6FCB7AD794, uuid:657C79145207DF119F0AF71651CA02C0, uuid:5D7C79145207DF119F0AF71651CA02C0, uuid:EDD9414B8DB9DE1198B7FB6FCB7AD794, uuid:EDECF9EE90B9DE1198B7FB6FCB7AD794, uuid:D87D4BE4BE8811DBB512AC59352740AA, uuid:D87D4BE4BE8811DBB512AC59352740AA, uuid:F50110CAA0C3DE11897EAB77706750F2, uuid:D87D4BE4BE8811DBB512AC59352740AA, uuid:362718828FB9DE1198B7FB6FCB7AD794, uuid:362718828FB9DE1198B7FB6FCB7AD794, uuid:D8EBB22F92B9DE1198B7FB6FCB7AD794, uuid:6C9FE07B89B9DE1198B7FB6FCB7AD794, uuid:E04EF3074B07DF119F0AF71651CA02C0, uuid:3E4E0CCD5107DF119F0AF71651CA02C0, uuid:C66E8C415107DF119F0AF71651CA02C0",,,,2010:03:04 14:39:17-06:00,application/pdf,2010:03:04 14:39:17-06:00,,,2,,,,,,,1.5,,Adobe PDF Library 8.0,proof:pdf,,,,,,,,,,,,,,,,,,JPEG,256,(Binary data 15142 bytes),256,,False,,"Adobe XMP Core 4.0-c321 44.398116, Tue Aug 04 2009 14:24:30"
is-898767.pdf,,,,,2010:05:07 11:03:27-05:00,Adobe InDesign CS3 (5.0),,Adobe InDesign CS3 (5.0),adobe:docid:indd:829a5977-f5ea-11de-8a46-f308a7eb79ee,9ac44a4d-0748-11df-9b0e-90945abb5323,,,,.,,adobe:docid:indd:5669905a-076c-11df-9b0e-90945abb5323,,10.80,2024:04:18 13:19:32-04:00,2024:04:18 13:19:33-04:00,2024:04:18 13:19:33-04:00,is-898767.pdf,rw-r--r--,1497 kB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,uuid:40a31f8a-5e12-b740-83a4-7b834077c049,,,Yes,"ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream","Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches","300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00","300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00","uuid:CFCA9E58EDE7DE119E7CF80F384C66AC, uuid:911EBDF9B82C11DBB067B69D9867C914, uuid:601C360EEEE7DE119E7CF80F384C66AC, uuid:FA374073EEE7DE119E7CF80F384C66AC, uuid:73862052EEE7DE119E7CF80F384C66AC, uuid:911EBDF9B82C11DBB067B69D9867C914, uuid:F060C56EE5E7DE119E7CF80F384C66AC, uuid:F12E553DE5E7DE119E7CF80F384C66AC, uuid:911EBDF9B82C11DBB067B69D9867C914, uuid:FBF360E9E5E7DE119E7CF80F384C66AC, uuid:FBF360E9E5E7DE119E7CF80F384C66AC",,"xmp.iid:6C71489A18206811871FA04EBF03DE3B, uuid:59F1612AB82F11DBB067B69D9867C914, xmp.iid:6971489A18206811871FA04EBF03DE3B, xmp.iid:6B71489A18206811871FA04EBF03DE3B, xmp.iid:6A71489A18206811871FA04EBF03DE3B, uuid:59F1612AB82F11DBB067B69D9867C914, xmp.iid:6771489A18206811871FA04EBF03DE3B, xmp.iid:6871489A18206811871FA04EBF03DE3B, uuid:59F1612AB82F11DBB067B69D9867C914, xmp.iid:919D8B440A206811871FB19F52BE9E33, xmp.iid:919D8B440A206811871FB19F52BE9E33",,,,2010:05:18 13:05:19-05:00,application/pdf,2010:05:18 13:05:19-05:00,,,4,,,,,,,1.5,,Adobe PDF Library 8.0,proof:pdf,,,,,,,,,,,,,,,,,,JPEG,256,(Binary data 14660 bytes),256,,False,,"Adobe XMP Core 4.0-c321 44.398116, Tue Aug 04 2009 14:24:30"
is-901116.pdf,,,,,2012:07:06 17:10:39-05:00,,,,,,,,,.,,uuid:3339b796-e96b-bd40-a8f3-6d14336411fa,,10.80,2024:04:18 13:19:09-04:00,2024:04:18 13:19:10-04:00,2024:04:18 13:19:10-04:00,is-901116.pdf,rw-r--r--,2.8 MB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,uuid:d8658933-a24a-1d41-9671-fc59c029542f,,,Yes,,,,,,,,,,,2012:07:09 10:34:53-05:00,application/pdf,2012:07:09 10:34:53-05:00,,,6,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,No,,,,,,,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        "
is-911784.pdf,,,,,2010:05:17 16:34:06-05:00,Adobe InDesign CS3 (5.0),,Adobe InDesign CS3 (5.0),adobe:docid:indd:5669905a-076c-11df-9b0e-90945abb5323,2583821b-08d0-11df-9aad-940c1a5f5803,,,,.,,adobe:docid:indd:5c759f21-0b4b-11df-a610-ffd2f96c357d,,10.80,2024:04:18 13:19:33-04:00,2024:04:18 13:19:33-04:00,2024:04:18 13:19:33-04:00,is-911784.pdf,rw-r--r--,1569 kB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,uuid:04d86fb0-64c2-9841-99ec-539a844a0af2,,,Yes,"ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream","Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches","300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00","300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00, 300.00","uuid:0E8972525EEDDE11A11C9AE6DC53A179, uuid:CFFC126806AA11DCBD8DCF54567DCC31, adobe:docid:photoshop:710e8667-0451-11dc-963c-94f915361227, uuid:27E3643FE4E7DE119E7CF80F384C66AC, uuid:507C54A75FEDDE11A11C9AE6DC53A179, uuid:CE279522E4E7DE119E7CF80F384C66AC, adobe:docid:photoshop:710e8667-0451-11dc-963c-94f915361227, uuid:CFFC126806AA11DCBD8DCF54567DCC31, adobe:docid:photoshop:710e8667-0451-11dc-963c-94f915361227, uuid:5E9BDF1665EDDE11A11C9AE6DC53A179, uuid:CBD7E6BD64EDDE11A11C9AE6DC53A179, uuid:F1FAE78F64EDDE11A11C9AE6DC53A179, adobe:docid:photoshop:710e8667-0451-11dc-963c-94f915361227, uuid:1AE86AD664EDDE11A11C9AE6DC53A179, uuid:EF010C2765EDDE11A11C9AE6DC53A179",,"xmp.iid:04801174072068118F628D2FE3967123, uuid:D74A6DA406AB11DCBD8DCF54567DCC31, uuid:fceed772-0451-11dc-963c-94f915361227, xmp.iid:AE24380C3920681192B0ADCA2583067B, xmp.iid:68BD30CF4A20681192B0ADCA2583067B, xmp.iid:B224380C3920681192B0ADCA2583067B, uuid:fceed772-0451-11dc-963c-94f915361227, uuid:D74A6DA406AB11DCBD8DCF54567DCC31, uuid:fceed772-0451-11dc-963c-94f915361227, uuid:97A6CFECC70CDF1185C7D0DBE5ABCD11, xmp.iid:EF19D52B4A20681192B0ADCA2583067B, xmp.iid:F219D52B4A20681192B0ADCA2583067B, uuid:fceed772-0451-11dc-963c-94f915361227, uuid:102D7356CE0CDF1185C7D0DBE5ABCD11, xmp.iid:2E18C8214420681192B0ADCA2583067B",,,,2010:05:18 13:21:31-05:00,application/pdf,2010:05:18 13:21:31-05:00,,,4,,,,,,,1.5,,Adobe PDF Library 8.0,proof:pdf,,,,,,,,,,,,,,,,,,JPEG,256,(Binary data 14937 bytes),256,,False,,"Adobe XMP Core 4.0-c321 44.398116, Tue Aug 04 2009 14:24:30"
is-925503.pdf,,,,,2012:07:19 14:13:26-05:00,Adobe InDesign CS6 (Macintosh),,Adobe InDesign CS6 (Macintosh),xmp.did:FBA1494308216811808383067F5803DF,xmp.iid:FBA1494308216811808383067F5803DF,adobe:docid:indd:a6c44c6c-f8e7-11dd-9378-ae0a9499fc89,default,,.,,xmp.id:FDA1494308216811808383067F5803DF,,10.80,2024:04:18 13:19:14-04:00,2024:04:18 13:19:15-04:00,2024:04:18 13:19:15-04:00,is-925503.pdf,rw-r--r--,2.5 MB,PDF,pdf,,,,,,,,application/pdf,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CS6 (Macintosh),2012:07:19 14:13:26-05:00,,,,uuid:25d96a2c-4595-2946-ba1c-ed9afa6e4879,,,Yes,,,,,,,,,,,2012:07:19 15:26:43-05:00,application/pdf,2012:07:19 15:26:43-05:00,,adobe:docid:indd:a6c44c6c-f8e7-11dd-9378-ae0a9499fc89,6,,,,,,,1.7,,Adobe PDF Library 10.0.1,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,False,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        "
is-962605.pdf,,,,,2011:06:09 11:56:17-05:00,Adobe InDesign CS5 (7.0.4),,Adobe InDesign CS5 (7.0.4),adobe:docid:indd:7f8ce5cb-074f-11df-9b0e-90945abb5323,76c3fe86-63f8-11df-a6e5-cbc4698aab65,,,,.,16,adobe:docid:indd:79a8386b-70ee-11df-945e-fed0691164b2,,10.80,2024:04:18 13:19:11-04:00,2024:04:18 13:19:12-04:00,2024:04:18 13:19:12-04:00,is-962605.pdf,rw-r--r--,1059 kB,PDF,pdf,,,,,,,,application/pdf,,,,,"saved, saved, saved, saved","/;/metadata, /metadata, /;/metadata, /metadata","xmp.iid:85A4413D0A2068119734CD5570F5928D, xmp.iid:86A4413D0A2068119734CD5570F5928D, xmp.iid:C86CCA4A0E2068119734CD5570F5928D, xmp.iid:44F3F94A0E2068119734CD5570F5928D",,"Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0","2011:06:09 11:24:21-05:00, 2011:06:09 11:24:21-05:00, 2011:06:09 11:53:22-05:00, 2011:06:09 11:53:22-05:00",,,,uuid:8935afba-19e9-b346-99b5-3d1bf250fdb3,,,No,,,,,,,,,,,2011:06:09 12:11:46-05:00,application/pdf,2011:06:09 12:11:46-05:00,,adobe:docid:indd:79a8386b-70ee-11df-945e-fed0691164b2,2,"(Binary data 13376 bytes), (Binary data 13881 bytes)","JPEG, JPEG","256, 256","1, 2","256, 256",,1.5,,Adobe PDF Library 9.9,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,False,,"Adobe XMP Core 4.2.1-c041 52.342996, 2008/05/07-21:37:19        "
is-992511.pdf,,,,,2011:05:17 18:34:51-05:00,Adobe InDesign CS5 (7.0),,Adobe InDesign CS5 (7.0),xmp.did:0080117407206811AB08C5594FB7B1C8,xmp.iid:14B9F387332068118083CB714D3137AB,adobe:docid:indd:a6c44c6c-f8e7-11dd-9378-ae0a9499fc89,default,,.,1189,xmp.did:92DD9A91332068118083CB714D3137AB,,10.80,2024:04:18 13:19:24-04:00,2024:04:18 13:19:25-04:00,2024:04:18 13:19:25-04:00,is-992511.pdf,rw-r--r--,2012 kB,PDF,pdf,,,,,,,,application/pdf,,,,,"saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved","/, /metadata, /, /, /metadata, /;/metadata, /, /, /, /, /metadata, /;/metadata, /, /, /, /, /, /, /, /, /, /;/metadata, /metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata","xmp.iid:0380117407206811871F98CFA67817DB, xmp.iid:0480117407206811871F98CFA67817DB, xmp.iid:0580117407206811871F98CFA67817DB, xmp.iid:0380117407206811B34B84660B2543BE, xmp.iid:FC7F117407206811A9618B5AE8C938EE, xmp.iid:FD7F117407206811A9618B5AE8C938EE, xmp.iid:7FBB5BAE2D206811A9618B5AE8C938EE, xmp.iid:FB7F117407206811AB08C5594FB7B1C8, xmp.iid:FC7F117407206811AB08C5594FB7B1C8, xmp.iid:FD7F117407206811AB08C5594FB7B1C8, xmp.iid:FF7F117407206811AB08C5594FB7B1C8, xmp.iid:0080117407206811AB08C5594FB7B1C8, xmp.iid:BEC4EDA933206811AB08C5594FB7B1C8, xmp.iid:BFC4EDA933206811AB08C5594FB7B1C8, xmp.iid:C0C4EDA933206811AB08C5594FB7B1C8, xmp.iid:FF7F117407206811994CAA69E8CC3963, xmp.iid:0180117407206811B6999C2B30E2AF41, xmp.iid:0880117407206811B699DFDE3CC02B09, xmp.iid:869BC34726206811B699DFDE3CC02B09, xmp.iid:8D9BC34726206811B699DFDE3CC02B09, xmp.iid:F97F117407206811A961E449ADF9DDBB, xmp.iid:C0D61374072068118083AEBFFBD10C8B, xmp.iid:AA021774072068118083AEBFFBD10C8B, xmp.iid:A879D2A7072068118083AEBFFBD10C8B, xmp.iid:8DB83245092068118A6DE9DBB135BEF0, xmp.iid:39DCB2710F2068118083B19CFAE288C0, xmp.iid:0B5D05010E2068118C14F39FB084585A, xmp.iid:14B9F387332068118083CB714D3137AB, xmp.iid:92DD9A91332068118083CB714D3137AB, xmp.iid:69321374072068118083C61974F0B2AC, xmp.iid:35021374072068118083EDBD6633A7B4, xmp.iid:36021374072068118083EDBD6633A7B4, xmp.iid:4A8ABC12082068118083EDBD6633A7B4, xmp.iid:3D9B1274072068118C14F645ACE7B672, xmp.iid:3B331374072068118083C48AB058E33B, xmp.iid:97C33A1C082068118083C48AB058E33B",,"Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0","2010:11:02 10:32:17-05:00, 2010:11:02 10:32:17-05:00, 2010:11:02 10:35:31-05:00, 2011:03:01 16:50:51-06:00, 2011:04:04 12:34:57-05:00, 2011:04:04 12:34:57-05:00, 2011:04:04 13:23:04-05:00, 2011:04:05 11:51:50-05:00, 2011:04:05 13:18:29-05:00, 2011:04:05 14:04:27-05:00, 2011:04:05 14:25:48-05:00, 2011:04:05 14:25:48-05:00, 2011:04:05 14:37:09-05:00, 2011:04:05 16:07:54-05:00, 2011:04:05 16:08:05-05:00, 2011:04:06 14:00:58-05:00, 2011:04:12 09:43:11-05:00, 2011:04:15 14:14:15-05:00, 2011:04:15 14:42:08-05:00, 2011:04:15 16:40:18-05:00, 2011:04:18 09:35:44-05:00, 2011:04:19 15:57:18-05:00, 2011:04:19 15:57:18-05:00, 2011:04:19 15:58:45-05:00, 2011:04:25 11:24:37-05:00, 2011:04:26 09:48:52-05:00, 2011:05:09 14:09:03-05:00, 2011:05:12 16:45:33-05:00, 2011:05:12 16:45:33-05:00, 2011:05:17 10:56:56-05:00, 2011:05:17 14:11:13-05:00, 2011:05:17 14:11:37-05:00, 2011:05:17 14:15:39-05:00, 2011:05:17 14:17:41-05:00, 2011:05:17 14:27:40-05:00, 2011:05:17 14:32:22-05:00",,,,uuid:18cf1873-4032-d247-8ce8-302b44acad5a,,,Yes,,,,,,,,,,,2011:05:19 16:47:22-05:00,application/pdf,2011:05:19 16:47:22-05:00,,adobe:docid:indd:a6c44c6c-f8e7-11dd-9378-ae0a9499fc89,2,"(Binary data 13798 bytes), (Binary data 13659 bytes)","JPEG, JPEG","256, 256","1, 2","256, 256",,1.5,,Adobe PDF Library 9.9,proof:pdf,,,,,,,,,,,,,,,,,Yes,,,,,,False,,"Adobe XMP Core 4.2.1-c043 52.372728, 2009/01/18-15:56:37        "
is-992677.pdf,,,,,2011:05:20 13:25:14-05:00,Adobe Photoshop Version 12.0.4x20110407 [20110407.r.1265 2011/04/07:02:00:00 cutoff; r branch],,Adobe Photoshop Version 12.0.4x20110407 [20110407.r.1265 2011/04/07:02:00:00 cutoff; r branch],,,,,,.,,uuid:031e084f-b545-c447-a55a-0ce0c9ed87d6,,10.80,2024:04:18 13:18:58-04:00,2024:04:18 13:18:58-04:00,2024:04:18 13:18:58-04:00,is-992677.pdf,rw-r--r--,767 kB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,uuid:1d2f24a6-7d11-d345-a8ca-47a2806fac20,,,Yes,,,,,,,,,,,2011:05:20 13:27:51-05:00,application/pdf,2011:05:20 13:27:51-05:00,,,2,,,,,,,1.5,,Acrobat Distiller 9.4.2 (Macintosh),,,,,,,,,,,,,,,,,,,,,,,is-992677-1.eps,,,"Adobe XMP Core 4.2.1-c043 52.372728, 2009/01/18-15:56:37        "
JewelIntentions.pdf,,,,,2014:01:16 14:56:16-06:00,Adobe InDesign CS6 (Macintosh),,Adobe InDesign CS6 (Macintosh),xmp.did:0751FC6F1320681180839D651B8B109D,xmp.iid:8730E27408206811822AD009356BD9F0,adobe:docid:indd:63f10e75-5521-11df-a00a-9b9688600051,default,,.,,xmp.id:8830E27408206811822AD009356BD9F0,,10.80,2024:04:18 13:18:44-04:00,2024:04:18 13:18:45-04:00,2024:04:18 13:18:45-04:00,JewelIntentions.pdf,rw-r--r--,3.7 MB,PDF,pdf,,,,,,,,application/pdf,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CS6 (Macintosh),2014:01:16 14:56:16-06:00,,,,uuid:59774301-49c4-6145-96fd-f7e58a5a2f25,,,No,,,,,,,,,,,2014:01:16 15:07:42-06:00,application/pdf,2014:01:16 15:07:42-06:00,,adobe:docid:indd:63f10e75-5521-11df-a00a-9b9688600051,6,,,,,,,1.4,,Adobe PDF Library 10.0.1,proof:pdf,,,,,,,,,,,,,,,,,Yes,,,,,,False,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        "
Jewelry_101_Using_Crimp_Beads_and_Crimp_Covers.pdf,,,,,2014:07:10 16:12:37-05:00,,,,,,,,,.,,uuid:18f38008-9f43-c046-8829-1278a0bce602,,10.80,2024:04:18 13:18:50-04:00,2024:04:18 13:18:50-04:00,2024:04:18 13:18:50-04:00,Jewelry_101_Using_Crimp_Beads_and_Crimp_Covers.pdf,rw-r--r--,873 kB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,uuid:c6187706-b4c9-2d4a-b828-69b1af525c7e,,,Yes,,,,,,,,,,,2014:07:10 16:12:37-05:00,application/pdf,2014:07:10 16:12:37-05:00,,,1,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,No,,,,,,,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        "
