SourceFile,About,ACS_OpenAccess_Stamp,ACS_OpenAccess_Version,AggregationType,AnnotationUsageRights,AppleKeywords,ArchivedFileName,Author,Authors,AuthorsPosition,BlueMatrixColumn,BlueTRC,CaptionWriter,Category,CMMFlags,ColorSpaceData,Comments,Company,Compression,Conformance,ConnectionSpaceIlluminant,Contact,ContactRef,Copyright,CoverDate,CoverDisplayDate,CreateDate,CreationDate,Creator,CreatorContactInfo,CreatorTool,CrossmarkDomainExclusive,CrossMarkDomains,CrossMarkDomains005B1005D,CrossMarkDomains005B2005D,CrossMarkDomains_1_,CrossMarkDomains_2_,CrossmarkMajorVersionDate,Date,DateElement-refinement,DcTitle,Department,DepartmentRef,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,Description,Description-en-GB,Description-x-repair,DeviceAttributes,DeviceManufacturer,DeviceMfgDesc,DeviceModel,DeviceModelDesc,Directory,DocChangeCount,DocumentID,DocumentUsageRights,Doi,EIssn,ElsevierWebPDFSpecifications,Encryption,EndingPage,Error,ExifToolVersion,Extracted,ExtraFlags,Figures,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,Flags,Format,FormUsageRights,Fpage,GrayTRC,GreenMatrixColumn,GreenTRC,GTS_PDFXConformance,GTS_PDFXVersion,HasXFA,Headline,HistoryAction,HistoryChanged,HistoryInstanceID,HistoryParameters,HistorySoftwareAgent,HistoryWhen,Identifier,IEEE_Article_ID,IEEE_Issue_ID,IEEE_Publication_ID,InstanceID,ISSN,IssueIdentifier,IssueName,JavJournalArticleVersion,JCALibraryBuild,Journal_article_version,Keywords,Label,Lang,Language,Linearized,LineCount,Lpage,Luminance,MajorVersionDate,Manager,ManifestLinkForm,ManifestReferenceDocumentID,ManifestReferenceInstanceID,Marked,MeasurementBacking,MeasurementFlare,MeasurementGeometry,MeasurementIlluminant,MeasurementObserver,MediaBlackPoint,MediaWhitePoint,MetadataDate,MIMEEncoding,MIMEType,ModDate,Modified,ModifyDate,Newlines,Number,NumPages,OperatingSystem,OriginalDocumentID,Owner,PageCount,PageImage,PageImageFormat,PageImageHeight,PageImagePageNumber,PageImageWidth,PageLayout,PageMode,PageRange,Part,PDFVersion,Physicalheightininches,Physicalwidthininches,PostscriptName,PrimaryPlatform,PrismDoi,PrismVersionIdentifier,Producer,ProfileBlob,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileDescriptionML,ProfileDescriptionML-ar-EG,ProfileDescriptionML-ca-ES,ProfileDescriptionML-cs-CZ,ProfileDescriptionML-da-DK,ProfileDescriptionML-de-DE,ProfileDescriptionML-el-GR,ProfileDescriptionML-es-ES,ProfileDescriptionML-fi-FI,ProfileDescriptionML-fr-FU,ProfileDescriptionML-he-IL,ProfileDescriptionML-hr-HR,ProfileDescriptionML-hu-HU,ProfileDescriptionML-it-IT,ProfileDescriptionML-ja-JP,ProfileDescriptionML-ko-KR,ProfileDescriptionML-nb-NO,ProfileDescriptionML-nl-NL,ProfileDescriptionML-pl-PL,ProfileDescriptionML-pt-BR,ProfileDescriptionML-pt-PO,ProfileDescriptionML-ro-RO,ProfileDescriptionML-ru-RU,ProfileDescriptionML-sk-SK,ProfileDescriptionML-sv-SE,ProfileDescriptionML-th-TH,ProfileDescriptionML-tr-TR,ProfileDescriptionML-uk-UA,ProfileDescriptionML-zh-CN,ProfileDescriptionML-zh-TW,ProfileFileSignature,ProfileID,ProfileVersion,PTEX_Fullbanner,PTEXFullbanner,PublicationDate,PublicationName,Publisher,RedMatrixColumn,RedTRC,RenderingIntent,RenditionClass,Rights,Rights-en-GB,RightsAgent,Robots,Sha1,SignatureUsageRights,SigningAuthority,SigningDate,Size,SlugChecksum,SlugFamily,SlugFontKind,SlugFontSense_12_Checksum,SlugFoundry,SlugKerningChecksum,SlugOutlineFileSize,SlugPostScriptName,SlugVersion,Source,SourceModified,StartingPage,State,Subject,Tables,TaggedPDF,Technology,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Title-x-repair,Trapped,Type,URL,UsageTerms,UserAccess,Version,VersionID,VersionIdentifier,VersionRef,ViewingCondDesc,ViewingCondIlluminant,ViewingCondIlluminantType,ViewingCondSurround,Volume,Warning,WordCount,Words,WPS-ARTICLEDOI,WPS-JOURNALDOI,WPS-PROCLEVEL,XMPToolkit
DryerTibetoBurmanWordOrder.pdf,,,,,,,,rlapolla,,,,,,,,,,,,,,,,,,,2008:04:11 10:29:41+10:00,,rlapolla,,PScript5.dll Version 5.2.2,,,,,,,,,,,,,,,,,,,,,,,,,.,,uuid:a58b29f1-3834-41a3-b356-ecfea1b6969d,,,,,,,,12.70,,,,2024:04:16 13:26:25-04:00,2024:04:16 13:26:26-04:00,2024:04:16 13:26:26-04:00,DryerTibetoBurmanWordOrder.pdf,-rw-r--r--,495 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,,,,,,uuid:6bb514d0-4d8c-4760-a753-2f79077acdac,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,application/pdf,,,2008:04:11 10:29:41+10:00,,,,,,,83,,,,,,,,,,1.6,,,,,,,Acrobat Distiller 7.0.5 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Word - DryerTibetoBurmanWO 2008.3.21 r.doc,,,,,,,,,,,,,,,,,,,,,,3.1-701
DryerWalsGenNNoMap.pdf,,,,,,,,Zeng,,,,,,,,,,,,,,,,,,,2005:03:12 21:09:00-05:00,2005:03:12 21:09:00-05:00,QuarkXPressª: LaserWriter 8 8.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,12.70,,,,2024:04:16 13:26:35-04:00,2024:04:16 13:26:35-04:00,2024:04:16 13:26:35-04:00,DryerWalsGenNNoMap.pdf,-rw-r--r--,53 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,2005:03:12 21:09:27-05:00,,application/pdf,2005:03:12 21:09:27-05:00,,2005:03:12 21:09:27-05:00,,,,,,,2,,,,,,,,,,1.4,,,,,,,Acrobat Distiller 6.0 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWAC086.qxd,,,,,,,,,,,,,,,,,,,,,,
DryerWalsSOVNoMap.pdf,,,,,,,,Zeng,,,,,,,,,,,,,,,,,,,2005:03:12 20:30:56-05:00,2005:03:12 20:30:56-05:00,QuarkXPressª: LaserWriter 8 8.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,12.70,,,,2024:04:16 13:26:35-04:00,2024:04:16 13:26:35-04:00,2024:04:16 13:26:35-04:00,DryerWalsSOVNoMap.pdf,-rw-r--r--,393 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,2005:03:12 20:31:41-05:00,,application/pdf,2005:03:12 20:31:41-05:00,,2005:03:12 20:31:41-05:00,,,,,,,2,,,,,,,,,,1.4,,,,,,,Acrobat Distiller 6.0 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWAC081.qxd,,,,,,,,,,,,,,,,,,,,,,
Drying.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,2000:11:06 14:09:34,,"Microsoft Word ",,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,12.70,,,,2024:04:16 13:26:23-04:00,2024:04:16 13:26:23-04:00,2024:04:16 13:26:23-04:00,Drying.PDF,-rw-r--r--,228 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,application/pdf,,,,,,,,,,10,,,,,,,,,,1.2,,,,,,,Acrobat PDFWriter 4.05 for Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drying,,,,,,,,,,,,,,,,,,,,,,
EDL_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,2016:06:16 14:23:59+05:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,uuid:f4ddc3fc-9987-49e7-9e7d-74a9aa1ee3c8,,,,,,,,12.70,,,,2024:04:16 13:26:34-04:00,2024:04:16 13:26:34-04:00,2024:04:16 13:26:34-04:00,EDL_2016.pdf,-rw-r--r--,658 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,,,,,,uuid:10b68a0b-2c3a-4fe4-a84d-c6f405a75934,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,application/pdf,,,2016:06:16 14:23:59+05:30,,,,,,,4,,,,,,,,,,1.4,,,,,,,Acrobat Distiller 7.0 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,untitled,,,,,,,,,,,,,,,,,,,,,,3.1-701
EE459559_LN4_Annotated.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,0000:01:01 00:00:00,,Samsung Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,12.70,,,,2024:04:16 13:26:41-04:00,2024:04:16 13:26:44-04:00,2024:04:16 13:26:44-04:00,EE459559_LN4_Annotated.pdf,-rw-r--r--,33 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,application/pdf,,,2023:05:08 14:07:16-04:00,,,,,,,56,,,,,,,,,,1.7,,,,,,,Samsung Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EmbaseGuide.pdf,,,,,,,,University Libraries,,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,"Not Embedded, Independent","RGB ",,,,,0.9642 1 0.82491,,,,,,2014:08:14 12:18:35+01:00,,University Libraries,,Adobe InDesign CS5 (7.0.4),,,,,,,,,,,,,xmp.did:2549DA0A0C2068118083E4FFA3806784,xmp.iid:0A80117407206811808390E055BC0FED,xmp.did:85B8F9C8142068118083D8CD0EA0F847,default,Quick User Guide,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,1026,xmp.did:ED7B9ADD18206811808390E055BC0FED,,,,,,,,12.70,,,,2024:04:16 13:26:21-04:00,2024:04:16 13:26:21-04:00,2024:04:16 13:26:21-04:00,EmbaseGuide.pdf,-rw-r--r--,829 kB,PDF,pdf,,application/pdf,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,"created, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved","/;/metadata, /metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /metadata, /;/metadata, /;/metadata, /metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /metadata, /;/metadata, /;/metadata, /metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /metadata, /;/metadata, /;/metadata","xmp.iid:85B8F9C8142068118083D8CD0EA0F847, xmp.iid:86B8F9C8142068118083D8CD0EA0F847, xmp.iid:87B8F9C8142068118083D8CD0EA0F847, xmp.iid:8AB8F9C8142068118083D8CD0EA0F847, xmp.iid:DC7CB728232068118083D8CD0EA0F847, xmp.iid:362FE8412F2068118083D8CD0EA0F847, xmp.iid:601BEAB82F2068118083D8CD0EA0F847, xmp.iid:2D2E34E32F2068118083D8CD0EA0F847, xmp.iid:0342935A312068118083D8CD0EA0F847, xmp.iid:81D8D9FF0D2068118083D3F13A25449A, xmp.iid:EC06EB4A0F2068118083D3F13A25449A, xmp.iid:8F4288B60F2068118083D3F13A25449A, xmp.iid:BFDA8CDA2E2068118083D3F13A25449A, xmp.iid:C0DA8CDA2E2068118083D3F13A25449A, xmp.iid:5BC24CBF302068118083D3F13A25449A, xmp.iid:5CC24CBF302068118083D3F13A25449A, xmp.iid:24E1F3E21C2068118083A5AE2BCCAA13, xmp.iid:395FF8E21C2068118083A5AE2BCCAA13, xmp.iid:E6154323202068118083A5AE2BCCAA13, xmp.iid:6120032A202068118083A5AE2BCCAA13, xmp.iid:5A182E73202068118083A5AE2BCCAA13, xmp.iid:6F4C1403212068118083A5AE2BCCAA13, xmp.iid:59EF4D9F3B2068118083A5AE2BCCAA13, xmp.iid:01801174072068118083DEC4186DC26B, xmp.iid:0E841574072068118083DEC4186DC26B, xmp.iid:0F841574072068118083DEC4186DC26B, xmp.iid:0EA81E1F0B2068118083E4FFA3806784, xmp.iid:2549DA0A0C2068118083E4FFA3806784, xmp.iid:9C0FF3F80E2068118083E4FFA3806784, xmp.iid:B2C650DA132068118083E4FFA3806784, xmp.iid:0667DEFF132068118083E4FFA3806784, xmp.iid:AAFC1474072068118083C52D87B474E2, xmp.iid:DA55607E072068118083C52D87B474E2, xmp.iid:5DADD890262068118083C52D87B474E2, xmp.iid:0A80117407206811808390E055BC0FED, xmp.iid:ED7B9ADD18206811808390E055BC0FED, xmp.iid:EE7B9ADD18206811808390E055BC0FED",,"Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0","2014:02:17 11:36:57Z, 2014:02:17 11:37:31Z, 2014:02:17 11:37:31Z, 2014:02:17 11:41:44Z, 2014:02:17 12:59:04Z, 2014:02:17 14:25:40Z, 2014:02:17 14:29Z, 2014:02:17 14:30:11Z, 2014:02:17 14:40:41Z, 2014:02:18 10:12:35Z, 2014:02:18 10:21:50Z, 2014:02:18 10:24:51Z, 2014:02:18 14:07:46Z, 2014:02:18 14:21:19Z, 2014:02:18 14:21:19Z, 2014:02:18 14:21:43Z, 2014:04:28 12:09:01+01:00, 2014:04:28 12:09:01+01:00, 2014:04:28 12:32:18+01:00, 2014:04:28 12:32:29+01:00, 2014:04:28 12:34:32+01:00, 2014:04:28 12:38:33+01:00, 2014:04:28 15:49:02+01:00, 2014:04:29 09:41:59+01:00, 2014:04:29 09:41:59+01:00, 2014:04:29 09:43:56+01:00, 2014:08:12 11:14:35+01:00, 2014:08:12 11:14:35+01:00, 2014:08:12 11:35:34+01:00, 2014:08:12 12:10:30+01:00, 2014:08:12 12:11:33+01:00, 2014:08:13 09:16:16+01:00, 2014:08:13 09:16:34+01:00, 2014:08:13 12:58:59+01:00, 2014:08:14 12:17:11+01:00, 2014:08:14 12:17:11+01:00, 2014:08:14 12:18:22+01:00",,,,,uuid:f161d215-2006-0841-8d4d-4882508c94d7,,,,,,,,,,en,No,,,76.03647 80 87.12462,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,2019:02:26 10:25:13-05:00,,application/pdf,,,2019:02:26 10:25:13-05:00,,,,,xmp.did:85B8F9C8142068118083D8CD0EA0F847,,2,"(Binary data 12362 bytes, use -b option to extract), (Binary data 11864 bytes, use -b option to extract)","JPEG, JPEG","256, 256","1, 2","256, 256",,,,,1.5,,,,Microsoft Corporation,,,Adobe PDF Library 9.9,,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,2.1.0,,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,Quick User Guide,,Yes,Cathode Ray Tube Display,,,,,Elsevier,,False,,,,,,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,[Minor] Ignored duplicate Info dictionary,,,,,,"Adobe XMP Core 5.6-c016 91.163616, 2018/10/29-16:58:49        "
EmbaseSearching.pdf,,,,,,,,Elsevier,,,,,,,,,,,,,,,,,,,2015:02:27 13:05:05+01:00,,Elsevier,,Adobe InDesign CC 2014 (Macintosh),,,,,,,,,,,,,xmp.did:afb46e67-c1fb-4f04-8ff1-ac3d948c953d,xmp.iid:0c47e8ff-7cdd-4912-91f6-5f2b78285a57,xmp.did:078011740720681180838DA87FC834FF,default,,,,,,,,,.,,xmp.id:4e5dceb7-2f08-45e6-9422-1b1928cb77f8,,,,,,,,12.70,,,,2024:04:16 13:26:12-04:00,2024:04:16 13:26:12-04:00,2024:04:16 13:26:12-04:00,EmbaseSearching.pdf,-rw-r--r--,950 kB,PDF,pdf,,application/pdf,,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 2014 (Macintosh),2015:02:27 13:05:05+01:00,,,,,uuid:79503b7a-54e6-a24d-bd32-31459ccc21ad,,,,,,,,,,en,No,,,,,,,,,,,,,,,,,2019:02:18 10:05:36-05:00,,application/pdf,,,2019:02:18 10:05:36-05:00,,,,,xmp.did:078011740720681180838DA87FC834FF,,9,,,,,,,,,,1.5,,,,,,,Adobe PDF Library 11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Embase 102 – Searching in Embase,,False,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 5.6-c016 91.163616, 2018/10/29-16:58:49        "
EMTREE-MeSH.pdf,,,,,,,,Elsevier R & D Solutions,,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,"Not Embedded, Independent","RGB ",,,,,0.9642 1 0.82491,,,,,,2015:08:04 11:38:58+02:00,,Elsevier R & D Solutions,,Adobe InDesign CC 2014 (Macintosh),,,,,,,,,,,,,xmp.did:a504e844-7ad9-4934-aecf-a4cb9cabe4a4,xmp.iid:95be49fd-041a-4e3a-b627-9cef65c0b7e3,xmp.did:6B544CBF1620681195FECE60A1783F2E,default,Whitepaper,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,,xmp.id:977c55a6-e75d-4568-9c1f-d169b9874a48,,,,,,,,12.70,,,,2024:04:16 13:26:36-04:00,2024:04:16 13:26:36-04:00,2024:04:16 13:26:36-04:00,EMTREE-MeSH.pdf,-rw-r--r--,724 kB,PDF,pdf,,application/pdf,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 2014 (Macintosh),2015:08:04 11:38:58+02:00,,,,,uuid:f637513b-0bbe-7a4c-aa13-72173c926096,,,,,,,,,,en,No,,,76.03647 80 87.12462,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,2019:11:26 09:57:24-05:00,,application/pdf,,,2019:11:26 09:57:24-05:00,,,,,xmp.did:6B544CBF1620681195FECE60A1783F2E,,8,,,,,,,,,,1.6,,,,Microsoft Corporation,,,Adobe PDF Library 11.0,,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,2.1.0,,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,Whitepaper,,Yes,Cathode Ray Tube Display,,,,,A comparison of Emtree and MeSH,,False,,,,,,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,,,,,,"Adobe XMP Core 5.6-c016 91.163616, 2018/10/29-16:58:49        "
Epstein_f08.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,File is empty,12.70,,,,2024:04:16 13:26:28-04:00,2024:04:16 13:26:28-04:00,2024:04:16 13:26:28-04:00,Epstein_f08.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES12Ch05.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,2012:09:10 12:19:28Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,12.70,,,,2024:04:16 13:26:16-04:00,2024:04:16 13:26:16-04:00,2024:04:16 13:26:16-04:00,ES12Ch05.pdf,-rw-r--r--,300 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,application/pdf,,,2012:09:10 12:19:28Z,,,,,,,15,,,,,,,,,,1.4,,,,,,,PDF Complete 3.5.307.2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft PowerPoint - ES12Ch05 [Compatibility Mode],,,,,,,,,,,,,,,,,,,,,,
escs2009_submission_Gopal.pdf,,,,,,,,vgopal,,,,,,,,,,,,,,,,,,,2009:10:06 09:58:57-04:00,,vgopal,,PScript5.dll Version 5.2.2,,,,,,,,,,,,,,,,,,,,,,,,,.,,uuid:38075fa9-b2bd-4ccd-8d59-7b2a0a5f4d8a,,,,,,,,12.70,,,,2024:04:16 13:25:52-04:00,2024:04:16 13:25:52-04:00,2024:04:16 13:25:52-04:00,escs2009_submission_Gopal.pdf,-rw-r--r--,167 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,,,,,,uuid:168ba0c0-35a5-4069-885d-20c62465d99b,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,application/pdf,,,2009:10:06 09:58:57-04:00,,,,,,,8,,,,,,,,,,1.4,,,,,,,Acrobat Distiller 7.0 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Word - fast_mod_exp_sc_safe04.doc,,,,,,,,,,,,,,,,,,,,,,3.1-701
etf_chron_full.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,2008:03:27 16:17:17-04:00,,,,Adobe Acrobat 7.08,,,,,,,,,,,,,,,,,Love Canal,,,,,,,,.,,uuid:acb276a9-a613-42ea-88b5-949925f16a04,,,,,,,,12.70,,,,2024:04:16 13:26:49-04:00,2024:04:16 13:26:50-04:00,2024:04:16 13:26:50-04:00,etf_chron_full.pdf,-rw-r--r--,9.0 MB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,,,,,,uuid:cd1145f9-9bf9-f34f-ac65-ab11cead3a6b,,,,,,,"Love Canal, dioxin, pollution, environment, sustainability",,,en,No,,,,,,,,,,,,,,,,,2019:11:19 13:14:48-05:00,,application/pdf,,,2019:11:19 13:14:48-05:00,,,,,,,71,,,,,,,,,,1.6,,,,,,,Acrobat Pro DC 19 Paper Capture Plug-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Love Canal, dioxin, pollution, environment, sustainability",,Yes,,,,,,History of Disaster at Love Canal - Chronology of Events,,,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 5.6-c016 91.163616, 2018/10/29-16:58:49        "
ExamI_05ans.pdf,,,,,,,,mfs,,,,,,,,,,,,,,,,,,,2005:02:24 09:45:00,,Microsoft Word 9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,12.70,,,,2024:04:16 13:26:37-04:00,2024:04:16 13:26:37-04:00,2024:04:16 13:26:37-04:00,ExamI_05ans.pdf,-rw-r--r--,119 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,application/pdf,,,2005:02:24 09:57:10-05:00,,,,,,,5,,,,,,,UseNone,,,1.2,,,,,,,Acrobat Distiller 4.05 for Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLY306,,,,,,,,,,,,,,,,,,,,,,
extension5.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,2020:01:31 08:02:38-05:00,,TeX,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,12.70,,,,2024:04:16 13:26:44-04:00,2024:04:16 13:26:44-04:00,2024:04:16 13:26:44-04:00,extension5.pdf,-rw-r--r--,516 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,application/pdf,,,2020:01:31 08:02:38-05:00,,,,,,,42,,,,,,,,,,1.5,,,,,,,MiKTeX pdfTeX-1.40.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is MiKTeX-pdfTeX 2.9.7029 (1.40.20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
extension.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,File is empty,12.70,,,,2024:04:16 13:26:24-04:00,2024:04:16 13:26:24-04:00,2024:04:16 13:26:24-04:00,extension.html,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
