SourceFile,CreateDate,Author,Creator,CreatorTool,Producer
a2d0ad4a-a53e-4009-bef8-5f8d7a5a5f80.pdf,2023:01:31 14:31:15+01:00,Nick Gnade - 10XCREW,Nick Gnade - 10XCREW,Microsoft® Word voor Microsoft 365,Microsoft® Word voor Microsoft 365
addendum-english.pdf,,,,,
A-E0001%20FCC%2015B%20REPORT.pdf,2010:08:20 19:37:05+08:00,MIDOLI,MIDOLI,pdfFactory Pro www.ahasoft.com.tw/FinePrint,pdfFactory Pro 3.10 (Windows XP Professional Chinese)
AGY-737901-0000%20Rev%20A0.pdf,2006:07:14 12:08:08Z,hbarrett,hbarrett,PScript5.dll Version 5.2.2,GPL Ghostscript 8.15
applied-concepts.pdf,2016:01:28 16:59:36-05:00,,Adobe Illustrator CC 2015 (Macintosh),Adobe Illustrator CC 2015 (Macintosh),Adobe PDF library 15.00
A-R0002%20EN50371%20REPORT.pdf,2010:08:24 11:04:33+08:00,sunnyday,sunnyday,pdfFactory Pro www.ahasoft.com.tw/FinePrint,pdfFactory Pro 3.10 (Windows XP Professional Chinese)
awards-received.pdf,2013:09:10 14:26:51+01:00,gshallow,Microsoft® Office Word 2007,,Microsoft® Office Word 2007
b910datasheet.pdf,2016:07:15 16:11:49-07:00,,Adobe InDesign CC 2015 (Macintosh),Adobe InDesign CC 2015 (Macintosh),Adobe PDF Library 15.0
b910.pdf,2014:09:23 14:09:38-06:00,,Adobe InDesign CC 2014 (Macintosh),Adobe InDesign CC 2014 (Macintosh),Adobe PDF Library 11.0
bbx-manual.pdf,2012:09:18 07:35:16+10:00,,Adobe Illustrator CS5.1,Adobe Illustrator CS5.1,Adobe PDF library 9.90
bcc950datasheet.pdf,2017:10:27 15:03:11+08:00,,Adobe InDesign CC 2017 (Windows),Adobe InDesign CC 2017 (Windows),Adobe PDF Library 15.0
bh870621-000066ugenu.pdf,2011:08:04 19:31:24-07:00,,Adobe InDesign CS4 (6.0.6),Adobe InDesign CS4 (6.0.6),Adobe PDF Library 9.0
blue-satellite.pdf,2017:05:01 15:48:41-07:00,,Adobe InDesign CC 2017 (Macintosh),Adobe InDesign CC 2017 (Macintosh),Adobe PDF Library 15.0
bluetooth_headset_how_to.pdf,2003:12:09 14:21:24+01:00,Armada,Armada,,Acrobat Distiller 5.0 (Windows)
bluetooth_printing_how_to.pdf,2005:09:18 18:59:23Z,Armada,Armada,,Acrobat Distiller 5.0.5 (Windows)
brio-505-datasheet-TAA.pdf,2022:08:25 09:27:53-07:00,,Adobe InDesign 17.4 (Windows),Adobe InDesign 17.4 (Windows),Adobe PDF Library 16.0.7
briopictograms.pdf,2016:12:08 15:27:14-08:00,,Adobe Illustrator CC 2017 (Macintosh),Adobe Illustrator CC 2017 (Macintosh),Adobe PDF library 15.00
business_solution_comfort_workstation.pdf,2007:05:24 16:35:45+02:00,,Adobe InDesign CS2 (4.0.5),Adobe InDesign CS2 (4.0.5),Adobe PDF Library 7.0
business_solution_pro2400_desktop.pdf,2007:05:24 16:31:42+02:00,,Adobe InDesign CS2 (4.0.5),Adobe InDesign CS2 (4.0.5),Adobe PDF Library 7.0
c310620-002846002934gs-emea.pdf,2010:04:26 20:46:39-07:00,,Adobe InDesign CS3 (5.0.2),Adobe InDesign CS3 (5.0.2),Adobe PDF Library 8.0
C920e-TAA-Complian.pdf,2021:08:02 10:03,,PDFium,PDFium,PDFium
c920s-web-qsg.pdf,2020:10:06 14:47:45+02:00,,Adobe InDesign 14.0 (Macintosh),Adobe InDesign 14.0 (Macintosh),Adobe PDF Library 15.0
c930edatasheet.ENG.pdf,2017:11:30 10:23:34+08:00,,Adobe InDesign CC 2017 (Windows),Adobe InDesign CC 2017 (Windows),Adobe PDF Library 15.0
casestudy-dealogic.pdf,2018:01:23 15:02:42-07:00,,Adobe InDesign CC 13.0 (Macintosh),Adobe InDesign CC 13.0 (Macintosh),Adobe PDF Library 15.0
casestudy-ducoco-en.pdf,2017:07:20 14:07:22-06:00,,Adobe InDesign CC 2017 (Macintosh),Adobe InDesign CC 2017 (Macintosh),Adobe PDF Library 15.0
casestudy-emitac.pdf,2016:12:22 08:35:39-07:00,,Adobe InDesign CC 2017 (Macintosh),Adobe InDesign CC 2017 (Macintosh),Adobe PDF Library 15.0
casestudy-essex-county-community-living.pdf,2018:01:04 13:59:40-07:00,,Adobe InDesign CC 13.0 (Macintosh),Adobe InDesign CC 13.0 (Macintosh),Adobe PDF Library 15.0
casestudy-fixt.pdf,2017:04:30 07:37:13-06:00,,Adobe InDesign CC 2017 (Macintosh),Adobe InDesign CC 2017 (Macintosh),Adobe PDF Library 15.0
case-study-peopleguru.pdf,2017:08:25 11:48:24-06:00,,Adobe InDesign CC 2017 (Macintosh),Adobe InDesign CC 2017 (Macintosh),Adobe PDF Library 15.0
casestudy-qconferencing.pdf,2017:01:05 09:32:51-07:00,,Adobe InDesign CC 2017 (Macintosh),Adobe InDesign CC 2017 (Macintosh),Adobe PDF Library 15.0
cc3000e-data-sheet.pdf,2014:05:09 12:09:57-06:00,,Adobe InDesign CC (Macintosh),Adobe InDesign CC (Macintosh),Adobe PDF Library 11.0
cc3000e.pdf,2015:10:21 16:03:44-04:00,iweinstein@wainhouse.com;slitman@wainhouse.com,iweinstein@wainhouse.com;slitman@wainhouse.com,Microsoft® Word 2013,Microsoft® Word 2013
ccconnectdatasheet.ENG.pdf,2018:10:25 14:31:41+08:00,,Adobe InDesign CC 2017 (Windows),Adobe InDesign CC 2017 (Windows),Adobe PDF Library 15.0
CE_DOC.pdf,2011:11:10 16:05:09+08:00,Patrick Burke,Patrick Burke,Acrobat PDFMaker 8.1 for Word,Acrobat Distiller 8.1.0 (Windows)
clary-icon.pdf,2013:05:07 09:54:12-07:00,,Adobe InDesign CS6 (Macintosh),Adobe InDesign CS6 (Macintosh),Adobe PDF Library 10.0.1
clicksmart420.pdf,2002:07:26 02:51:03Z,ggomez,ggomez,,Acrobat Distiller 5.00 for Macintosh
conferencecam-comparison-matrix.pdf,2017:05:15 15:49:59-07:00,,Adobe InDesign CC 2017 (Macintosh),Adobe InDesign CC 2017 (Macintosh),Adobe PDF Library 15.0
Connect-Datasheet.pdf,2017:10:27 15:03:50+08:00,,Adobe InDesign CC 2017 (Windows),Adobe InDesign CC 2017 (Windows),Adobe PDF Library 15.0
cop-trax.pdf,2013:03:25 14:54:38-07:00,,Adobe InDesign CS5 (7.0.4),Adobe InDesign CS5 (7.0.4),Adobe PDF Library 9.9
crayon-firmware.pdf,2018:06:08 09:45:04+08:00,,Adobe InDesign CC 2017 (Macintosh),Adobe InDesign CC 2017 (Macintosh),Adobe PDF Library 15.0
crayon.pdf,2018:07:11 15:16:58-07:00,,Adobe InDesign CC 13.1 (Macintosh),Adobe InDesign CC 13.1 (Macintosh),Adobe PDF Library 15.0
C-U0007%20FCC%20Cert_JNZCU0007.pdf,2010:01:08 20:37:03Z,kamcquaid,kamcquaid,,Acrobat Distiller 5.0.5 (Windows)
C-U0007%20IC%20Certificate.pdf,2010:01:08 20:59:28Z,kamcquaid,kamcquaid,,Acrobat Distiller 5.0.5 (Windows)
C-U0008%20FCC%20Certificate_JNZCU0008.pdf,2011:03:29 14:20:09-04:00,kzablonski,kzablonski,PScript5.dll Version 5.2.2,Acrobat Distiller 8.1.0 (Windows)
C-U0010_FCC_Certificate__JNZCU0010.pdf,2012:08:23 14:46:08-07:00,Amy,Amy,PScript5.dll Version 5.2.2,Acrobat Distiller 9.5.2 (Windows)
cy21-conflict-minerals.pdf,2022:05:26 16:38:15-04:00,"EDGAR Online, a division of Donnelley Financial Solutions",EDGAR Filing HTML Converter,,EDGRpdf Service w/ EO.Pdf 22.0.40.0
datasheet.ENG.pdf,2017:02:25 12:08:06+08:00,,Adobe InDesign CC 2017 (Windows),Adobe InDesign CC 2017 (Windows),Adobe PDF Library 15.0
dragonfly-web-qsg.pdf,2008:11:05 18:19:24Z,,QuarkXPress(tm) 6.52,QuarkXPress(tm) 6.52,QuarkXPress(tm) 6.52
ebook-4-reasons-your-business-needs-video-conferencing.pdf,2016:11:29 18:11:21-08:00,,Adobe InDesign CC 2017 (Macintosh),Adobe InDesign CC 2017 (Macintosh),Adobe PDF Library 15.0
ebook-wainhouse-todays-huddle-room-experience.pdf,2017:09:13 13:40:24-04:00,Caroline Tingley,Caroline Tingley,Acrobat PDFMaker 17 for PowerPoint,Adobe PDF Library 15.0
emeahspageforinternet.pdf,2017:03:28 14:18:31+02:00,jvangemert,jvangemert,Microsoft® Excel® 2016,Microsoft® Excel® 2016
encore-200.pdf,2010:02:01 16:23:59-08:00,,Adobe InDesign CS3 (5.0.3),Adobe InDesign CS3 (5.0.3),Adobe PDF Library 8.0
energy-saved.pdf,2013:09:10 15:59:54+01:00,gshallow,Microsoft® Office Word 2007,,Microsoft® Office Word 2007
FCC%20Certificate%20Y-R0023.pdf,2011:06:07 13:14:25-04:00,kzablonski,kzablonski,PScript5.dll Version 5.2.2,Acrobat Distiller 8.1.0 (Windows)
FCC%20Test%20Report%20Y-U0010.pdf,2010:06:01 13:13:07+08:00,,,,Acrobat Distiller 9.0.0 (Windows)
featureguide.pdf,2009:10:14 14:17:47+01:00,egaillar,egaillar,Microsoft Word - Radio Feature Guide_Final_091809_ENG.doc,ScanSoft PDF Create! 5
flight-instrument-panel.pdf,2017:03:20 13:50:11+01:00,,Adobe InDesign CC 2015 (Macintosh),Adobe InDesign CC 2015 (Macintosh),Adobe PDF Library 15.0
flight-yoke-system.pdf,2017:03:20 11:29:55+01:00,,Adobe InDesign CC 2015 (Macintosh),Adobe InDesign CC 2015 (Macintosh),Adobe PDF Library 15.0
focusvisionworldwidecasestudy.pdf,2016:01:28 17:04:24-05:00,,Adobe Illustrator CC 2015 (Macintosh),Adobe Illustrator CC 2015 (Macintosh),Adobe PDF library 15.00
freedom-manual.pdf,2016:04:18 15:21:04-06:00,,Adobe InDesign CC 2015 (Macintosh),Adobe InDesign CC 2015 (Macintosh),Adobe PDF Library 15.0
Frost%26Sullivan_Logitech_UC%20Adoption-Look%20To%20Video_whitepaper.pdf,2013:06:18 08:02:15-05:00,,Adobe InDesign CS6 (Windows),Adobe InDesign CS6 (Windows),Adobe PDF Library 10.0.1
g102-prodigy.pdf,2020:04:17 15:55:29+02:00,,Adobe InDesign 14.0 (Macintosh),Adobe InDesign 14.0 (Macintosh),Adobe PDF Library 15.0
g231-prodigy.pdf,2016:08:22 13:35:57+02:00,,Adobe InDesign CC 2015 (Macintosh),Adobe InDesign CC 2015 (Macintosh),Adobe PDF Library 15.0
g300s621-000381.pdf,2014:07:01 09:35:15+02:00,,Adobe InDesign CC (Macintosh),Adobe InDesign CC (Macintosh),Adobe PDF Library 11.0
g332.pdf,2019:01:16 07:57:32+01:00,,Adobe InDesign CC 2017 (Macintosh),Adobe InDesign CC 2017 (Macintosh),Adobe PDF Library 15.0
g402-hyperion-fury.pdf,2014:05:05 10:20:04+02:00,,Adobe InDesign CC (Macintosh),Adobe InDesign CC (Macintosh),Adobe PDF Library 11.0
g403-hero.pdf,2019:02:15 08:06:29+01:00,,Adobe InDesign CC 2017 (Macintosh),Adobe InDesign CC 2017 (Macintosh),Adobe PDF Library 15.0
g432.pdf,2019:01:11 10:06:04+01:00,,Adobe InDesign CC 2017 (Macintosh),Adobe InDesign CC 2017 (Macintosh),Adobe PDF Library 15.0
g435-wireless-gaming-headset-qsg.pdf,2021:08:17 07:45:47+02:00,,Adobe InDesign 15.1 (Macintosh),Adobe InDesign 15.1 (Macintosh),Adobe PDF Library 15.0
g502-hero.pdf,2018:05:25 11:40:23+02:00,,Adobe InDesign CC 2015 (Macintosh),Adobe InDesign CC 2015 (Macintosh),Adobe PDF Library 15.0
g502-lightspeed.pdf,2019:02:06 08:05:08+01:00,,Adobe InDesign CC 2017 (Macintosh),Adobe InDesign CC 2017 (Macintosh),Adobe PDF Library 15.0
g510s-gaming-keyboard-quick-start-guide.pdf,2013:02:05 14:52:14-08:00,,Adobe Illustrator CS6 (Macintosh),Adobe Illustrator CS6 (Macintosh),Adobe PDF library 10.01
g810-orion-spectrum.pdf,2015:10:06 09:48:07+02:00,,Adobe InDesign CC (Macintosh),Adobe InDesign CC (Macintosh),Adobe PDF Library 11.0
game_tips.pdf,2002:08:30 12:28:58,Julie,Microsoft Word 9.0,,Acrobat Distiller 4.05 for Windows
gaming_rebate_postcard_200708.pdf,2007:07:06 14:09:35-07:00,,Illustrator,Illustrator,Adobe PDF library 6.66
getting-started-with.pdf,2010:04:21 16:50:48-06:00,,Adobe Illustrator CS3,Adobe Illustrator CS3,Adobe PDF library 8.00
good-to-know.pdf,2010:08:02 14:26:36-08:00,yto,Alert_620-001967_006_GTK_English.pdf,,ScanSoft PDF Create! 6
G-R0001%20FCC%20Cert.pdf,2010:07:15 14:10:25-04:00,kzablonski,kzablonski,PScript5.dll Version 5.2.2,Acrobat Distiller 8.1.0 (Windows)
h570edatasheet.ENG.pdf,2020:03:25 14:17:39-06:00,,Adobe InDesign 15.0 (Macintosh),Adobe InDesign 15.0 (Macintosh),Adobe PDF Library 15.0
h820edatasheet.ENG.pdf,2020:03:25 09:59:30-06:00,,Adobe InDesign 15.0 (Macintosh),Adobe InDesign 15.0 (Macintosh),Adobe PDF Library 15.0
H900_CE_DOC.pdf,2009:09:17 11:32:01+08:00,rickho,rickho,PScript5.dll Version 5.2,Acrobat Distiller 8.1.0 (Windows)
headphone_150x150.pdf,2024:01:05 13:55:33+01:00,,Adobe InDesign 17.4 (Macintosh),Adobe InDesign 17.4 (Macintosh),Adobe PDF Library 16.0.7
Infographic_DIL_HigherEDU.pdf,2020:10:27 14:15:43-04:00,,Adobe Illustrator 24.1 (Windows),Adobe Illustrator 24.1 (Windows),Adobe PDF library 15.00
infographic-frost-and-sullivan-future-of-meetings.pdf,2017:01:24 11:48:23-08:00,,Adobe Illustrator CC 2017 (Macintosh),Adobe Illustrator CC 2017 (Macintosh),Adobe PDF library 15.00
installing_uninstalling_logitech_desktop_for_bt.pdf,2003:11:25 15:31:33+01:00,Armada,Armada,,Acrobat Distiller 5.0 (Windows)
io2_with_bluetooth_data_sheet.pdf,2006:08:28 17:06:17+02:00,,Adobe InDesign CS2 (4.0.3),Adobe InDesign CS2 (4.0.3),Adobe PDF Library 7.0
JNZYR0053%20Grant.pdf,2015:02:04 13:38:04-05:00,kzablonski,kzablonski,PScript5.dll Version 5.2.2,Acrobat Distiller 10.1.8 (Windows)
JV1O2818%20VCCI%20Test%20Report.pdf,2011:11:07 09:43:26+08:00,JeanTseng,JeanTseng,PScript5.dll Version 5.2.2,Acrobat Distiller 9.2.0 (Windows)
keyboard_comfort_guide_enu.pdf,2005:08:19 17:01:34+02:00,Armada,Armada,Adobe Illustrator CS2,Adobe PDF library 7.77
keys-to-go.pdf,2015:03:13 13:59:54+01:00,,Adobe InDesign CC (Macintosh),Adobe InDesign CC (Macintosh),Adobe PDF Library 11.0
lgs-guide.pdf,2014:04:28 20:07:31-07:00,,Adobe Acrobat 11.0,Adobe Acrobat 11.0,Acrobat Web Capture 11.0
logi-dock.pdf,2022:01:20 16:38:34+01:00,,Adobe InDesign 15.1 (Macintosh),Adobe InDesign 15.1 (Macintosh),Adobe PDF Library 15.0
Logitech%20Partner%20Connect%20Program%20Guide_NA_EN_FIN%20062023.pdf,2023:06:07 09:39:40+01:00,,Adobe InDesign 18.2 (Macintosh),Adobe InDesign 18.2 (Macintosh),Adobe PDF Library 17.0
Logitech%20Rugged%20Combo%203%20Product%20Brief-GEN.pdf,2021:04:07 10:19:12-07:00,,Adobe InDesign 16.1 (Macintosh),Adobe InDesign 16.1 (Macintosh),Adobe PDF Library 15.0
Logitech_Business_Audio_Sell_Sheet_Comparison_Chart_web.pdf,2014:08:15 09:14:31-06:00,,Adobe InDesign CC 2014 (Macintosh),Adobe InDesign CC 2014 (Macintosh),Adobe PDF Library 11.0
Logitech_ConferenceCam_Datasheet_UK.pdf,2013:01:23 15:54:46+01:00,,Adobe InDesign CS5.5 (7.5.1),Adobe InDesign CS5.5 (7.5.1),Adobe PDF Library 9.9
Logitech_Customer_Story_Wireless_in_SMB_BPG2009.pdf,2009:03:02 10:33:46-08:00,mliwanag,mliwanag,PScript5.dll Version 5.2.2,Acrobat Distiller 7.0 (Windows)
Logitech-F1Q22-Prepared-Remarks.pdf,,,,,
Logitech-F1Q22-Presentation.pdf,,,,,
Logitech-F1Q22-Press-Release.pdf,,,,,
Logitech-F2Q21-2-Quarterly-Factsheet.pdf,,,,,
Logitech-full-year-Q4-FY22-press-release-FINAL.pdf,,,,,
Logitech-full-year-Q4-FY23-earnings-press-release.pdf,,,,,
logitechh.pdf,2012:01:05 15:27:40-08:00,,Adobe InDesign CS5 (7.0.4),Adobe InDesign CS5 (7.0.4),Adobe PDF Library 9.9
Logitech_Negative_Tilt_Comfort_Wave_Brief_BPG2009.pdf,2009:03:02 10:34:39-08:00,mliwanag,mliwanag,PScript5.dll Version 5.2.2,Acrobat Distiller 7.0 (Windows)
Logitech_PDF_Guide_ENG_Workfile.pdf,2022:07:21 12:41:34+02:00,,Adobe InDesign 17.2 (Macintosh),Adobe InDesign 17.2 (Macintosh),Adobe PDF Library 16.0.7
Logitech_Product_Catalog.pdf,2010:10:27 12:18:07-06:00,,Adobe InDesign CS4 (6.0.5),Adobe InDesign CS4 (6.0.5),Adobe PDF Library 9.0
Logitech-Q1FY16-Prepared-Remarks-FINAL.pdf,,,,,
Logitech-Q1-FY24-press-release.pdf,,,,,
Logitech_Q2'22-Prepared-Remarks-10.25.2021_FINAL.pdf,,,,,
Logitech_Q2FY-2022_Slides_FINAL.pdf,,,,,
Logitech_Q3FY23-Prepared-Remarks_FINAL.docx.pdf,,,,,
Logitech-Q3-FY23-press-release-(1).pdf,,,,,
Logitech_Q4-23-Prepared-Remarks-FINAL-docx.pdf,,,,,
Logitech-Q4FY22-IR-Slides-FINAL.pptx-(1).pdf,,,,,
Logitech-Q4FY23-IR-Slides-FINAL-pptx.pdf,,,,,
logitech-select.pdf,2022:02:26 13:58:27-08:00,,Adobe InDesign 17.1 (Windows),Adobe InDesign 17.1 (Windows),Adobe PDF Library 16.0.5
Logitech_Squeezebox_Duet-ENG.pdf,2008:03:04 15:29:55-08:00,,Adobe InDesign CS3 (5.0.2),Adobe InDesign CS3 (5.0.2),Adobe PDF Library 8.0
Logitech-Takes-the-Hassle-Out-of-Building-Video-Conference-Rooms.pdf,,,,,
Logitech_UC_Brochure_Lync.pdf,2011:06:17 17:13:01-07:00,jklitzke,jklitzke,Adobe InDesign CS5 (7.0.3),Acrobat Distiller 9.2.0 (Macintosh)
Logitech-Virtual_Court_is_In_Session_Infographic-en-us.pdf?utm_campaign=VC_Media_GENERIC_LEAD_Hyperlocal_CourtsInSession_ITDM_OPX_FY22_Q3_AMR_US_EN-US_LinkedIn_&utm_source=LinkedIn&utm_medium=paid_social&utm_content=static,2021:08:03 10:41:21-04:00,,Adobe Illustrator 25.0 (Windows),Adobe Illustrator 25.0 (Windows),Adobe PDF library 15.00
logi-z232-recovery.pdf,2023:07:27 14:09:12-07:00,William Beard,William Beard,Microsoft® Word for Microsoft 365,Microsoft® Word for Microsoft 365
logtch109173_everywhere.pdf,2008:06:11 11:07:32-07:00,steven tucker,steven tucker,PScript5.dll Version 5.2.2,Acrobat Distiller 7.0 (Windows)
lola_quickstartguide.pdf,2015:07:22 02:40:18-07:00,,Adobe InDesign CC 2015 (Macintosh),Adobe InDesign CC 2015 (Macintosh),Adobe PDF Library 15.0
m125gettingstartedwithguide.pdf,2010:03:09 17:38:50-08:00,Ronald Rich,Ronald Rich,Adobe Illustrator CS4,Adobe PDF library 9.00
m510-qsg.pdf,2015:06:03 13:48:08+02:00,,Adobe InDesign CC (Macintosh),Adobe InDesign CC (Macintosh),Adobe PDF Library 11.0
m720-web-qsg.pdf,2016:10:21 10:04:36+02:00,,Adobe InDesign CC 2015 (Macintosh),Adobe InDesign CC 2015 (Macintosh),Adobe PDF Library 15.0
macinstallationguide.pdf,2017:12:12 11:00:19-08:00,lfperry,lfperry,Microsoft Word - Logitech Presentation Software for Mac,ScanSoft PDF Create! 7
market-sserved.pdf,2013:09:10 14:24:33+01:00,gshallow,Microsoft® Office Word 2007,,Microsoft® Office Word 2007
maroon-z213.pdf,2014:04:17 10:58:12+02:00,,Adobe InDesign CS6 (Macintosh),Adobe InDesign CS6 (Macintosh),Adobe PDF Library 10.0.1
meetupdatasheet.pdf,2017:06:27 12:22:04+08:00,,Adobe InDesign CC 2017 (Windows),Adobe InDesign CC 2017 (Windows),Adobe PDF Library 15.0
Meetup-Datasheet-TAA-en.pdf,2022:03:15 17:30:44-07:00,,Adobe InDesign 17.1 (Windows),Adobe InDesign 17.1 (Windows),Adobe PDF Library 16.0.5
meetup.pdf,2017:04:10 10:18:43+02:00,,Adobe InDesign CC 2015 (Macintosh),Adobe InDesign CC 2015 (Macintosh),Adobe PDF Library 15.0
mice_that_didnt_make_it.pdf,2008:11:24 11:10:34-08:00,bstarkie,bstarkie,Acrobat PDFMaker 7.0.5 for PowerPoint,Acrobat Distiller 7.0.5 (Windows)
mikey_lght_manual_english.pdf,2014:07:17 15:15:07-07:00,,Adobe InDesign CC 2014 (Macintosh),Adobe InDesign CC 2014 (Macintosh),Adobe PDF Library 11.0
mk240-quickstart-guide.pdf,2012:03:13 09:04:04+01:00,,Adobe InDesign CS5 (7.0.3),Adobe InDesign CS5 (7.0.3),Adobe PDF Library 9.9
mk950_and_mk955_qsg.pdf,,,,,Skia/PDF m124 Google Docs Renderer
